0.46,-0.51,-1
0.09,0.39,1
-0.51,-0.96,-1
0.56,0.39,1
0.39,0.57,1
0.52,0.49,1
-0.25,0.95,1
-0.94,-0.3,-1
-0.24,0.29,1
-0.68,0.28,-1
-0.49,-0.03,-1
-0.63,-0.59,-1
0.01,-0.34,-1
-0.43,0.46,1
-0.75,-0.96,-1
0.73,-0.49,-1
-0.2,0.49,1
-0.12,-0.22,-1
-0.66,-0.93,-1
-0.26,0.44,1
0.85,0.01,-1
0.27,-0.22,-1
-0.42,-0.5,-1
-0.58,-0.95,-1
-0.1,0.36,1
-0.86,0.36,-1
-0.85,0.85,1
0.44,0.1,1
-0.42,-0.82,-1
0.38,-1,-1
0.28,0.72,1
-0.14,0.62,1
-0.08,-0.61,-1
-0.82,0.41,-1
0.27,0.33,1
0.37,0.06,-1
0.35,-0.66,-1
-0.83,0.71,1
-0.9,-0.24,-1
0.17,-0.81,-1
0.72,0.22,-1
0.69,-0.08,-1
0.59,-0.27,-1
-0.09,0.52,1
-0.95,0.51,-1
0.07,0.62,1
-0.07,-0.68,-1
-0.06,-0.79,-1
0.97,-0.96,-1
0.46,0.54,1
0.53,-0.72,-1
-0.81,0.6,1
-0.09,-0.56,-1
-0.14,0.92,1
-0.7,-0.59,-1
0.99,-0.16,-1
0.75,-0.42,-1
0.24,0.18,1
-0.17,-0.92,-1
0.99,-0.25,-1
0.35,-0.52,-1
0.17,0.19,1
0.75,-0.85,-1
-0.55,0.65,1
-0.42,0.78,1
0.51,-0.63,-1
0.79,-0.07,-1
0.18,0.4,1
0.69,0.63,1
-0.04,-0.06,-1
-0.76,0.46,-1
0.04,-0.58,-1
-0.78,-0.23,-1
-0.68,0.88,1
-0.63,0.79,1
-0.11,0.62,1
-0.2,0.73,1
0.14,-0.1,-1
0.13,0.71,1
-0.28,-0.39,-1
0.13,0,-1
-0.12,-0.72,-1
-0.1,0.4,1
0.46,-0.8,-1
-0.69,0.87,1
-0.12,0.19,1
0.16,0.97,1
-0.8,0.22,-1
-0.67,-0.04,-1
0.95,-0.18,-1
-0.22,0.07,-1
-0.49,0.29,1
0.82,-0.41,-1
1,-0.83,-1
-0.95,-0.44,-1
0.53,-0.65,-1
0.84,-0.36,-1
0.18,-0.95,-1
0.13,0.65,1
-0.12,0.99,1
-0.01,0.18,1
-0.05,-0.22,-1
0.67,0.75,1
-0.58,0.23,-1
-0.99,-0.48,-1
0.58,-0.53,-1
0.01,0.69,1
-0.6,-0.02,-1
-0.79,-0.83,-1
0.88,-0.9,-1
0.42,-0.4,-1
-0.09,-0.29,-1
-0.82,0.93,1
0.94,-0.6,-1
0.59,0.79,1
-0.14,-0.96,-1
-0.64,-0.25,-1
-0.75,-0.89,-1
-0.08,-0.8,-1
-0.92,0.2,-1
-0.37,-0.58,-1
0.58,0.34,1
-0.15,0.56,1
0.9,-0.14,-1
0.13,-0.1,-1
0.16,0.62,1
-0.51,-0.35,-1
-0.65,0.27,-1
0.65,0.32,-1
-0.18,-0.01,-1
0.71,-0.89,-1
-0.09,-0.86,-1
-0.66,0.28,-1
-0.18,0.48,1
-0.84,0.62,1
0.52,0.1,-1
-0.6,-0.43,-1
0.27,-0.42,-1
0.5,-0.47,-1
0.16,0.77,1
-0.17,0.08,-1
0.18,-1,-1
0.15,-0.95,-1
-0.86,0.01,-1
0.99,-0.71,-1
-0.95,0.92,1
0.18,0.83,1
0.9,0.65,-1
0.2,-0.47,-1
-0.45,-0.29,-1
-0.76,-0.7,-1
-0.99,-0.53,-1
0.58,-0.5,-1
0.87,-0.4,-1
0.15,-0.32,-1
0.14,0.2,1
-0.05,-0.29,-1
-0.98,-0.91,-1
-0.26,1,1
-0.56,0.78,1
0.77,0.73,1
0.9,-0.28,-1
0.62,0.58,1
0.78,0.29,-1
0.78,0.38,-1
0.88,-0.03,-1
0.25,-0.16,-1
-0.8,-0.45,-1
0.88,-0.44,-1
0.85,0.78,-1
0.08,0.5,1
0.49,0.17,-1
0.53,-0.52,-1
0.6,-0.78,-1
0.93,0.03,-1
-0.03,0.58,1
-0.98,0.33,-1
0.94,0.12,-1
0.28,-0.96,-1
-0.72,-0.02,-1
0.82,0.58,1
-0.53,-0.82,-1
0.7,0.19,-1
-0.86,0.78,1
-0.32,0.12,1
-0.42,-0.15,-1
0.62,-0.83,-1
0.04,0.82,1
0.43,0.11,-1
-0.06,-0.97,-1
0.77,0.56,1
0.16,-0.22,-1
-0.63,0.77,1
-0.62,0.44,-1
-0.48,-0.96,-1
-0.03,-0.03,-1
0.2,0.15,1
-0.8,-0.81,-1
-0.13,0.57,1
-0.47,0.06,-1
-0.02,-1,-1
0.25,0.66,1
-0.95,0.62,-1
0.78,-0.37,-1
-0.71,-0.67,-1
0.72,0.04,-1
-0.24,-0.78,-1
0.7,-0.7,-1
-0.51,-0.94,-1
-0.6,0.41,-1
0.34,-0.81,-1
0.46,-0.25,-1
0.68,0.59,1
0.27,-0.3,-1
0.14,-0.74,-1
-0.66,0.66,1
-0.11,-0.55,-1
-0.01,0.82,1
0.24,0.12,1
-0.68,-0.09,-1
-0.19,0.38,1
-0.99,-0.33,-1
0.35,0.9,1
0.35,0.57,1
-0.59,0.23,-1
0.09,-0.5,-1
0.35,-0.85,-1
0.43,-0.59,-1
-0.79,-0.34,-1
0.5,-0.08,-1
-0.63,-0.5,-1
-0.01,-0.83,-1
-0.64,0.88,1
